host_id,host_since,host_location,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified
16521678,2014-06-08,"Paris, Ile-de-France, France",0,1,1,1
24822921,2014-12-14,"Paris, Ile-de-France, France",0,1,1,1
22843941,2014-10-22,"Paris, Ile-de-France, France",0,1,1,1
34057960,2015-05-23,"Paris, Ile-de-France, France",0,1,1,1
38026277,2015-07-09,"Paris, Ile-de-France, France",0,1,1,1
6623122,2013-05-28,"Paris, Ile-de-France, France",0,1,1,1
39368853,2015-07-23,"Paris, Ile-de-France, France",0,1,1,1
33674695,2015-05-18,"Paris, Ile-de-France, France",0,1,1,1
22147699,2014-10-05,"Paris, Ile-de-France, France",0,1,1,1
4264311,2012-11-27,"Paris, Ile-de-France, France",0,1,1,1
42347122,2015-08-24,"Paris, Ile-de-France, France",0,1,1,1
12646939,2014-02-27,"Paris, Ile-de-France, France",0,1,1,1
16702858,2014-06-12,"Paris, Ile-de-France, France",0,1,1,1
9224928,2013-10-04,"Paris, Ile-de-France, France",0,1,1,1
21434605,2014-09-17,"Paris, Ile-de-France, France",0,1,1,1
46361430,2015-10-12,"Paris, Ile-de-France, France",0,1,1,1
32141981,2015-04-28,"Paris, Ile-de-France, France",0,1,1,1
47304655,2015-10-24,"Paris, Ile-de-France, France",0,1,1,1
5602634,2013-03-24,"Paris, Ile-de-France, France",0,1,1,1
20071298,2014-08-15,"Paris, Ile-de-France, France",0,1,1,1
48772763,2015-11-11,"Paris, Ile-de-France, France",0,1,1,1
4645487,2013-01-09,"Paris, Ile-de-France, France",0,1,1,1
53255242,2016-01-04,"Paris, Ile-de-France, France",0,1,1,1
53900829,2016-01-09,"Paris, Ile-de-France, France",0,1,1,1
19245894,2016-01-15,"Paris, Ile-de-France, France",0,1,1,1
18704150,2014-07-23,"Paris, Ile-de-France, France",0,1,1,1
25069157,2014-12-21,"Paris, Ile-de-France, France",0,1,1,1
61048060,2016-03-01,"Paris, Ile-de-France, France",0,1,1,1
39147746,2015-07-21,"Paris, Ile-de-France, France",0,1,1,1
63627648,2016-03-19,"Paris, Ile-de-France, France",0,1,1,1
64885792,2016-03-29,"Paris, Ile-de-France, France",0,1,1,1
21682024,2014-09-23,"Paris, Ile-de-France, France",0,1,1,1
30300137,2015-03-30,"Paris, Ile-de-France, France",0,1,1,1
67908558,2016-04-19,"Paris, Ile-de-France, France",0,1,1,1
62788832,2016-03-13,"Paris, Ile-de-France, France",0,1,1,1
4926483,2013-02-01,"Paris, Ile-de-France, France",0,1,1,1
7856986,2013-07-31,"Paris, Ile-de-France, France",0,1,1,1
36181988,2015-06-19,"Paris, Ile-de-France, France",0,1,1,1
10122136,2013-11-19,"Paris, Ile-de-France, France",0,1,1,1
85246570,2016-07-22,"Paris, Ile-de-France, France",0,1,1,1
86907247,2016-07-30,"Paris, Ile-de-France, France",0,1,1,1
58382308,2016-02-11,"Paris, Ile-de-France, France",0,1,1,1
13856161,2014-04-03,"Paris, Ile-de-France, France",0,1,1,1
6273195,2013-05-07,"Paris, Ile-de-France, France",0,1,1,1
104257242,2016-11-18,"Paris, Ile-de-France, France",0,1,1,1
30575091,2015-04-04,"Paris, Ile-de-France, France",0,1,1,1
55314528,2016-01-19,"Paris, Ile-de-France, France",0,1,1,1
134913780,2017-06-13,"Paris, Ile-de-France, France",0,1,1,1
116398309,2017-02-14,"Paris, Ile-de-France, France",0,1,1,1
3224654,2012-08-11,"Paris, Ile-de-France, France",0,1,1,1
35440004,2015-06-10,"Paris, Ile-de-France, France",0,1,1,1
16516803,2014-06-08,"Paris, Ile-de-France, France",0,1,1,1
149273716,2017-09-05,"Paris, Ile-de-France, France",0,1,1,1
58582649,2016-02-13,"Paris, Ile-de-France, France",0,1,1,1
44599644,2015-09-19,"Paris, Ile-de-France, France",0,1,1,1
47896683,2015-11-01,"Paris, Ile-de-France, France",0,1,1,1
56964793,2016-02-01,"Paris, Ile-de-France, France",0,1,1,1
166346727,2018-01-07,"Paris, Ile-de-France, France",0,1,1,1
32740906,2015-05-06,"Paris, Ile-de-France, France",0,1,1,1
11994650,2014-02-06,"Paris, Ile-de-France, France",0,1,1,1
1401867,2011-11-13,"Paris, Ile-de-France, France",0,1,1,1
6254175,2013-05-06,"Paris, Ile-de-France, France",0,1,1,1
75059644,2016-05-31,"Paris, Ile-de-France, France",0,1,1,1
2333149,2012-05-09,"Paris, Ile-de-France, France",0,1,1,1
761598,2011-06-30,"Paris, Ile-de-France, France",0,1,1,1
203466688,2018-07-19,"Paris, Ile-de-France, France",0,1,1,1
19468190,2014-08-04,"Paris, Ile-de-France, France",0,1,1,1
63090009,2016-03-15,"Paris, Ile-de-France, France",0,1,1,1
213799589,2018-09-05,"Paris, Ile-de-France, France",0,1,1,1
63265212,2016-03-16,"Paris, Ile-de-France, France",0,1,1,1
44376428,2015-09-16,"Paris, Ile-de-France, France",0,1,1,1
4793026,2013-01-21,"Paris, Ile-de-France, France",0,1,1,1
50492486,2015-12-04,"Paris, Ile-de-France, France",0,1,1,1
37049988,2015-06-29,"Paris, Ile-de-France, France",0,1,1,1
45182167,2015-09-27,"Paris, Ile-de-France, France",0,1,1,1
15019040,2014-05-02,"Paris, Ile-de-France, France",0,1,1,1
2338337,2012-05-10,"Paris, Ile-de-France, France",0,1,1,1
246526581,2019-03-03,"Paris, Ile-de-France, France",0,1,1,1
76927581,2016-06-10,"Paris, Ile-de-France, France",0,1,1,1
249251692,2019-03-16,"Paris, Ile-de-France, France",0,1,1,1
2243460,2012-04-28,"Paris, Ile-de-France, France",0,1,1,1
47565689,2015-10-27,"Paris, Ile-de-France, France",0,1,1,1
11035983,2014-01-05,"Paris, Ile-de-France, France",0,1,1,1
7216863,2013-07-01,"Paris, Ile-de-France, France",0,1,1,1
16745144,2014-06-13,"Paris, Ile-de-France, France",0,1,1,1
5579682,2013-03-22,"Paris, Ile-de-France, France",0,1,1,1
9343693,2013-10-10,"Paris, Ile-de-France, France",0,1,1,1
16477836,2014-06-06,"Paris, Ile-de-France, France",0,1,1,1
21359726,2014-09-15,"Paris, Ile-de-France, France",0,1,1,1
44544874,2015-09-19,"Paris, Ile-de-France, France",0,1,1,1
16170556,2014-05-30,"Paris, Ile-de-France, France",0,1,1,1
10220878,2013-11-24,"Paris, Ile-de-France, France",0,1,1,1
45255232,2015-09-28,"Paris, Ile-de-France, France",0,1,1,1
14704473,2014-04-25,"Paris, Ile-de-France, France",0,1,1,1
8637591,2013-09-04,"Paris, Ile-de-France, France",0,1,1,1
45133768,2015-09-26,"Paris, Ile-de-France, France",0,1,1,1
85102074,2016-07-21,"Paris, Ile-de-France, France",0,1,1,1
6957273,2013-06-17,"Paris, Ile-de-France, France",0,1,1,1
28281528,2015-02-24,"Paris, Ile-de-France, France",0,1,1,1
